img_fName,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr,class_label
train_00141.jpeg,576,1024,200,494,441,709,culex
train_00142.jpeg,3000,4000,1570,2924,1919,3251,albopictus
train_00143.jpeg,3840,5120,970,593,3165,3353,culiseta
train_00144.jpeg,1458,2592,493,1421,843,1792,albopictus
train_00145.jpeg,4608,3456,1333,965,3559,2781,albopictus
train_00146.jpeg,768,1024,275,503,350,602,albopictus
train_00147.jpeg,3024,4032,749,1688,1853,2646,culex
train_00148.jpeg,768,1024,122,298,472,700,albopictus
train_00149.jpeg,938,771,255,101,828,581,culex
train_00150.jpeg,1423,1493,326,495,911,1074,culiseta
train_00151.jpeg,3024,4032,1608,2034,2419,2988,albopictus
train_00152.jpeg,3120,4208,1338,2039,1772,2444,albopictus
train_00153.jpeg,768,1024,82,54,724,501,culex
train_00154.jpeg,1088,1920,325,1389,602,1597,albopictus
train_00155.jpeg,3024,4032,1145,1638,1651,2260,culex
train_00156.jpeg,1785,1443,573,340,1207,974,albopictus
train_00157.jpeg,2250,4000,734,1091,2098,2171,culex
train_00158.jpeg,3120,4160,1110,1897,1771,2523,japonicus/koreicus
train_00159.jpeg,1627,1545,137,378,1493,1292,culex
train_00160.jpeg,3024,4032,1165,1512,1728,2181,culex
train_00161.jpeg,768,1024,359,455,493,604,culex
train_00162.jpeg,3024,4032,898,910,2651,2719,culex
train_00163.jpeg,3024,4032,1282,1995,1595,2350,culex
train_00164.jpeg,893,848,346,244,592,661,culex
train_00165.jpeg,3120,4160,1067,1538,2617,3450,albopictus
train_00166.jpeg,2250,4000,559,1473,1403,2358,culiseta
train_00167.jpeg,2304,4096,939,1901,1406,2204,albopictus
train_00168.jpeg,3024,4032,986,1143,2095,2079,culex
train_00169.jpeg,768,1024,269,485,415,607,culex
train_00170.jpeg,2128,4608,545,1976,1025,2753,japonicus/koreicus
train_00171.jpeg,1365,1024,302,133,865,789,culex
train_00172.jpeg,3120,4160,1444,2254,2005,2861,aegypti
train_00173.jpeg,2666,1501,934,404,1748,1073,albopictus
train_00174.jpeg,3000,4000,1215,1979,1855,2419,culex
train_00175.jpeg,2604,4624,626,1408,1540,2447,albopictus
train_00176.jpeg,768,1024,222,371,413,633,albopictus
train_00177.jpeg,768,1024,256,316,476,543,culex
train_00178.jpeg,2736,3648,615,1263,1820,2786,albopictus
train_00179.jpeg,4608,3456,1079,608,3286,2730,culex
train_00180.jpeg,3024,4032,916,1720,2202,2928,culex
train_00181.jpeg,1024,1367,256,643,552,926,culiseta
train_00182.jpeg,1298,1179,377,282,996,725,culex
train_00183.jpeg,1024,1365,33,306,987,922,culex
train_00184.jpeg,1242,2208,369,706,890,1362,albopictus
train_00185.jpeg,2976,3968,940,1757,1401,2342,albopictus
train_00186.jpeg,1459,1157,284,272,1118,1040,culex
train_00187.jpeg,3000,4000,181,1072,2602,3311,albopictus
train_00188.jpeg,768,1024,285,455,456,629,culex
train_00189.jpeg,3024,4032,848,1402,1617,2111,culiseta
train_00190.jpeg,1024,1365,342,419,727,884,albopictus
train_00191.jpeg,650,986,147,235,555,672,albopictus
train_00192.jpeg,4224,5632,1152,1819,2508,3373,culex
train_00193.jpeg,3024,4032,1602,2735,1885,3127,albopictus
train_00194.jpeg,3024,4032,559,1493,1917,3056,albopictus
train_00195.jpeg,720,1280,27,292,620,1069,albopictus
train_00196.jpeg,4000,3000,2711,1309,3092,1716,albopictus
train_00197.jpeg,3000,4000,1217,1159,1642,1901,albopictus
train_00198.jpeg,3024,4032,1070,2104,1659,2577,culex
train_00199.jpeg,1536,2048,670,936,1000,1388,culiseta
train_00200.jpeg,1191,1145,376,534,824,859,albopictus
train_00201.jpeg,1024,1365,337,1002,628,1212,japonicus/koreicus
train_00202.jpeg,4032,3024,2112,1402,2649,1810,japonicus/koreicus
train_00203.jpeg,1816,4032,648,1537,1250,2255,culex
train_00204.jpeg,3968,2976,1277,1234,1776,1794,albopictus
train_00205.jpeg,1116,1381,135,234,1035,1093,albopictus
train_00206.jpeg,1261,1778,667,834,806,1008,albopictus
train_00207.jpeg,1932,2576,746,928,1215,1414,albopictus
train_00208.jpeg,4000,3000,1979,926,2477,1243,albopictus
train_00209.jpeg,1280,720,593,417,657,486,albopictus
train_00210.jpeg,616,616,223,277,429,526,albopictus
train_00211.jpeg,3024,4032,1247,1561,2132,2282,culex
train_00212.jpeg,900,1600,259,593,506,903,albopictus
train_00213.jpeg,3024,4032,665,1569,2122,3003,albopictus
train_00214.jpeg,768,1024,445,452,688,742,culex
train_00215.jpeg,1024,2106,327,938,608,1127,albopictus
train_00216.jpeg,3000,4000,217,812,1587,2315,culex
train_00217.jpeg,616,616,159,170,495,502,albopictus
train_00218.jpeg,750,1334,55,347,692,924,japonicus/koreicus
train_00219.jpeg,4608,2592,1201,615,3195,2000,albopictus
train_00220.jpeg,1024,1365,391,530,632,715,albopictus
train_00221.jpeg,871,944,283,372,566,655,culex
train_00222.jpeg,1200,1600,493,653,699,985,albopictus
train_00223.jpeg,1160,2576,393,767,776,1174,albopictus
train_00224.jpeg,768,1024,317,540,443,651,albopictus
train_00225.jpeg,2268,4032,1102,1876,1381,2213,albopictus
train_00226.jpeg,3024,4032,1163,1765,2092,2862,albopictus
train_00227.jpeg,2448,3264,843,1161,1498,2096,albopictus
train_00228.jpeg,4128,2322,1914,1048,2337,1444,albopictus
train_00229.jpeg,3024,4032,1137,1948,1609,2470,albopictus
train_00230.jpeg,1234,1324,543,251,960,792,japonicus/koreicus
train_00231.jpeg,3120,4160,669,1441,2323,2922,albopictus
train_00232.jpeg,1285,1288,143,303,957,957,albopictus
train_00233.jpeg,768,1024,261,369,473,547,culex
train_00234.jpeg,626,542,172,159,401,356,albopictus
train_00235.jpeg,1024,1365,155,283,449,744,albopictus
train_00236.jpeg,768,1024,245,391,593,657,culex
train_00237.jpeg,738,1599,165,656,321,844,culex
train_00238.jpeg,4000,3000,936,1654,2375,2880,culex
train_00239.jpeg,3024,4032,1079,1981,1957,2480,japonicus/koreicus
train_00240.jpeg,1024,1365,16,503,773,1256,culex
train_00241.jpeg,4128,3096,914,1244,2764,2106,albopictus
train_00242.jpeg,4032,3024,394,205,2381,2069,culex
train_00243.jpeg,3024,4032,1397,1852,1682,2223,japonicus/koreicus
train_00244.jpeg,3024,4032,810,1366,1785,2186,culiseta
train_00245.jpeg,3840,5120,685,2349,2238,4119,albopictus
train_00246.jpeg,1024,1365,333,477,761,869,culex
train_00247.jpeg,640,1136,310,382,494,661,albopictus
train_00248.jpeg,491,510,145,74,442,447,albopictus
train_00249.jpeg,1824,1824,367,386,1216,1104,albopictus
train_00250.jpeg,768,1024,260,420,397,572,culex
train_00251.jpeg,2129,1024,502,344,903,709,culex
train_00252.jpeg,3024,4032,912,2392,1939,3351,albopictus
train_00253.jpeg,4032,3024,1252,798,2521,2601,albopictus
train_00254.jpeg,1569,2048,516,782,737,1039,albopictus
train_00255.jpeg,1365,1024,365,314,926,824,culex
train_00256.jpeg,538,956,98,343,448,804,culex
train_00257.jpeg,3456,4608,1246,1716,1966,2689,albopictus
train_00258.jpeg,2240,3968,754,1488,1155,1941,albopictus
train_00259.jpeg,3024,4032,784,1913,1511,2521,culex
train_00260.jpeg,1960,4032,336,1251,745,1672,albopictus
train_00261.jpeg,1024,1818,348,702,758,1044,japonicus/koreicus
train_00262.jpeg,3024,4032,1304,1853,1890,2271,albopictus
train_00263.jpeg,768,1024,202,357,531,686,culex
train_00264.jpeg,1024,1820,524,532,701,739,albopictus
train_00265.jpeg,1365,1024,602,145,997,510,culex
train_00266.jpeg,3024,4032,991,1187,1883,2514,albopictus
train_00267.jpeg,1024,1365,435,845,621,1044,culex
train_00268.jpeg,1024,2272,311,843,738,1435,culex
train_00269.jpeg,1080,1644,66,466,1036,1265,albopictus
train_00270.jpeg,1352,1803,482,677,795,1054,culex
train_00271.jpeg,1024,2106,286,973,558,1402,culex
train_00272.jpeg,768,1024,283,514,376,668,culex
train_00273.jpeg,768,1024,321,372,434,501,culex
train_00274.jpeg,2448,4080,341,1746,1128,2345,albopictus
train_00275.jpeg,2368,4208,1280,1709,1684,2017,albopictus
train_00276.jpeg,3120,4160,878,2894,1361,3521,culex
train_00277.jpeg,1600,900,716,380,1094,712,albopictus
train_00278.jpeg,3024,4032,588,732,2111,3363,culex
train_00279.jpeg,3024,4032,1063,1593,1532,2347,albopictus
train_00280.jpeg,3000,4000,1083,985,1747,1837,albopictus
train_00281.jpeg,3024,4032,929,1229,1812,2592,culex
train_00282.jpeg,768,1024,34,147,687,810,albopictus
train_00283.jpeg,3024,4032,1278,1683,1912,2259,culex
train_00284.jpeg,3024,4032,922,1314,1460,1767,culex
train_00285.jpeg,3000,4000,611,1228,1916,2633,culex
train_00286.jpeg,1024,1820,101,266,456,1094,culiseta
train_00287.jpeg,3000,4000,1094,1938,1879,2722,culex
train_00288.jpeg,1920,2560,968,1194,1179,1416,albopictus
train_00289.jpeg,1024,1365,236,441,570,855,culiseta
train_00290.jpeg,1458,1449,440,411,1021,923,culex
train_00291.jpeg,2448,3264,564,863,2060,2075,albopictus
train_00292.jpeg,3472,4624,1273,2024,2435,2835,japonicus/koreicus
train_00293.jpeg,770,1027,302,456,659,791,albopictus
train_00294.jpeg,768,1024,230,201,697,616,culex
train_00295.jpeg,3024,4032,1265,1842,2327,2669,albopictus
train_00296.jpeg,828,1792,282,726,479,885,albopictus
train_00297.jpeg,1024,1365,78,74,744,893,culex
train_00298.jpeg,6000,8000,2376,3099,3319,4242,culex
train_00299.jpeg,1024,1365,261,472,593,741,albopictus
train_00300.jpeg,3024,4032,632,669,2126,2905,culiseta
train_00301.jpeg,900,1600,312,753,530,994,albopictus
train_00302.jpeg,4000,3000,1359,1200,2235,2575,culex
train_00303.jpeg,3468,4624,790,1483,1938,2512,albopictus
train_00304.jpeg,4032,3024,1318,882,2599,1873,albopictus
train_00305.jpeg,2448,3264,842,1105,1473,2039,albopictus
train_00306.jpeg,1820,1024,807,354,1117,693,culex
train_00307.jpeg,768,1024,333,424,487,537,culex
train_00308.jpeg,768,1024,362,407,467,510,culex
train_00309.jpeg,3120,4160,41,404,2893,3099,culex
train_00310.jpeg,768,1024,183,635,317,775,albopictus
train_00311.jpeg,1746,2326,734,1183,1283,1587,culex
train_00312.jpeg,768,1024,393,369,496,515,culex
train_00313.jpeg,768,1024,231,352,581,577,culiseta
train_00314.jpeg,1024,1363,386,635,630,841,albopictus
train_00315.jpeg,768,1024,296,509,436,659,culex
train_00316.jpeg,1080,1354,169,177,807,834,albopictus
train_00317.jpeg,768,1024,356,595,434,685,culex
train_00318.jpeg,1024,1365,155,442,647,1020,culex
train_00319.jpeg,8000,6000,3295,2616,4233,3262,albopictus
train_00320.jpeg,3000,4000,340,340,2420,3232,albopictus
train_00321.jpeg,1024,1365,436,741,566,868,culex
train_00322.jpeg,1960,4032,668,2134,1154,2520,culex
train_00323.jpeg,1920,2560,811,1111,1090,1412,albopictus
train_00324.jpeg,3024,3024,660,1283,1519,2242,culex
train_00325.jpeg,1626,2340,273,699,902,1431,japonicus/koreicus
train_00326.jpeg,1024,1365,83,306,899,957,culex
train_00327.jpeg,1944,2592,822,1065,1188,1541,culex
train_00328.jpeg,768,1024,272,459,429,687,culex
train_00329.jpeg,3024,3024,1215,1004,1923,1726,albopictus
train_00330.jpeg,5616,2808,1889,447,2957,1885,albopictus
train_00331.jpeg,3024,4032,1238,1859,1630,2140,culex
train_00332.jpeg,2340,4160,1141,1934,1453,2196,albopictus
train_00333.jpeg,4032,2268,1437,1077,2084,1668,albopictus
train_00334.jpeg,768,1024,245,361,530,637,culex
train_00335.jpeg,768,1024,155,229,577,749,culex
train_00336.jpeg,1080,790,484,185,576,266,albopictus
train_00337.jpeg,1024,2219,49,271,874,1257,culex
train_00338.jpeg,3096,4128,570,1644,1498,2956,culex
train_00339.jpeg,1024,1365,159,295,615,712,culex
train_00340.jpeg,3000,4000,1839,1650,2282,2079,albopictus
train_00341.jpeg,1908,4032,633,1149,1739,2686,culiseta
train_00342.jpeg,2131,2013,862,776,1575,1307,culex
train_00343.jpeg,1456,2592,677,1154,789,1309,albopictus
train_00344.jpeg,768,1024,333,505,493,628,culex
train_00345.jpeg,768,1024,208,307,490,784,anopheles
train_00346.jpeg,4032,1960,1066,145,2109,891,culiseta
train_00347.jpeg,1944,2592,465,851,1571,1977,albopictus
train_00348.jpeg,1024,2163,332,841,595,1152,albopictus
train_00349.jpeg,4000,1846,1873,658,2360,1117,albopictus
train_00350.jpeg,1920,1080,615,15,1522,1023,albopictus
train_00351.jpeg,4000,3000,641,863,3366,2550,culex
train_00352.jpeg,1024,1363,305,687,466,889,japonicus/koreicus
train_00353.jpeg,1024,1365,421,556,806,972,culex
train_00354.jpeg,3024,3024,1314,1218,1666,1540,culex
train_00355.jpeg,1170,1083,382,245,674,670,culex
train_00356.jpeg,3024,4032,973,935,2005,2919,japonicus/koreicus
train_00357.jpeg,2448,3264,871,1811,1269,2219,albopictus
train_00358.jpeg,768,1024,234,246,589,573,culex
train_00359.jpeg,1818,1819,681,668,1012,970,albopictus
train_00360.jpeg,4000,3000,1420,511,3699,2449,culex
train_00361.jpeg,2217,1024,728,178,1629,691,albopictus
train_00362.jpeg,768,1024,405,481,482,563,culex
train_00363.jpeg,985,984,394,263,610,462,albopictus
train_00364.jpeg,1024,2273,356,888,605,1149,culex
train_00365.jpeg,1024,1820,406,735,650,1151,culex
train_00366.jpeg,1920,2560,859,1084,1294,1335,culex
train_00367.jpeg,4032,2268,1775,970,2148,1470,albopictus
train_00368.jpeg,2808,5616,357,1500,2521,4155,culex
train_00369.jpeg,1024,1365,361,584,589,707,culex
train_00370.jpeg,523,651,100,18,485,539,culex
train_00371.jpeg,3024,4032,1034,2027,1313,2404,culex
train_00372.jpeg,3120,4160,1566,1874,2110,2674,albopictus
train_00373.jpeg,4032,1960,2060,183,2645,476,albopictus
train_00374.jpeg,1024,1365,112,404,476,817,culex
train_00375.jpeg,4032,3024,1937,1338,2249,1679,albopictus
train_00376.jpeg,3024,4032,1279,1842,1520,2085,culex
train_00377.jpeg,1024,1365,340,736,572,889,culex
train_00378.jpeg,3000,4000,1024,1887,1606,2548,culex
train_00379.jpeg,3024,4032,1038,1801,1601,2333,culex
train_00380.jpeg,3264,2448,1335,428,2249,1262,albopictus
train_00381.jpeg,2448,3264,1201,1593,1650,2095,albopictus
train_00382.jpeg,1800,4000,639,1843,927,2164,japonicus/koreicus
train_00383.jpeg,976,1475,352,535,667,853,culex
train_00384.jpeg,1024,1820,61,840,789,1736,culex
train_00385.jpeg,4032,2268,2100,489,2682,1169,culex
train_00386.jpeg,3024,4032,1206,1518,1949,2432,albopictus
train_00387.jpeg,1160,2576,304,338,872,929,culex
train_00388.jpeg,3024,4032,1222,1748,2026,2803,culex
train_00389.jpeg,3120,4160,1250,2030,1557,2402,albopictus
train_00390.jpeg,1024,1365,399,529,560,654,culex
train_00391.jpeg,483,1024,172,480,304,565,culex
train_00392.jpeg,1160,2576,366,748,807,1228,culex
train_00393.jpeg,2448,3264,823,1207,1715,2123,albopictus
train_00394.jpeg,1024,1365,154,550,898,1244,japonicus/koreicus
train_00395.jpeg,3024,4032,741,2622,1712,3453,culex
train_00396.jpeg,1968,2293,324,481,651,866,albopictus
train_00397.jpeg,2592,1458,1017,630,1536,1055,japonicus/koreicus
train_00398.jpeg,1408,2130,551,800,937,1225,albopictus
train_00399.jpeg,1200,1600,442,602,695,876,culex
train_00400.jpeg,1944,2592,587,318,1624,1529,culex
train_00401.jpeg,4032,3024,1001,1003,2488,2141,culiseta
train_00402.jpeg,1024,1365,388,623,534,731,culex
train_00403.jpeg,3024,4032,1074,1706,1985,2667,culex
train_00404.jpeg,768,1024,59,64,592,618,culex
train_00405.jpeg,1024,1367,291,601,421,789,culex
train_00406.jpeg,718,958,60,188,589,751,albopictus
train_00407.jpeg,768,1024,213,398,614,804,culex
train_00408.jpeg,3000,4000,1159,2158,1506,2542,culex
train_00409.jpeg,821,821,291,229,543,557,albopictus
train_00410.jpeg,4128,3096,1020,920,3457,2020,culex
train_00411.jpeg,1024,1365,177,660,319,815,albopictus
train_00412.jpeg,1024,1820,535,960,748,1179,culex
train_00413.jpeg,1836,3264,510,1557,928,2051,albopictus
train_00414.jpeg,768,1024,168,268,703,796,albopictus
train_00415.jpeg,4000,3000,1060,566,3092,2454,culex
train_00416.jpeg,1200,1600,504,871,802,1114,culex
train_00417.jpeg,980,1046,280,208,851,823,albopictus
train_00418.jpeg,768,1024,137,236,575,649,albopictus
train_00419.jpeg,1357,1198,444,447,808,841,culex
train_00420.jpeg,2163,1024,1013,316,1465,670,culex
train_00421.jpeg,2736,3648,402,463,1201,1308,culex
train_00422.jpeg,4248,5664,1706,2412,2389,3175,albopictus
train_00423.jpeg,1200,1600,359,623,776,944,albopictus
train_00424.jpeg,809,1303,240,515,490,791,culex
train_00425.jpeg,1818,1024,554,462,828,651,culex
train_00426.jpeg,3096,4128,862,1143,2280,2758,culex
train_00427.jpeg,3024,4032,891,1468,2476,3040,albopictus
train_00428.jpeg,4032,3024,1688,1239,2335,1859,culex
train_00429.jpeg,2736,3648,434,1002,1862,2398,culex
train_00430.jpeg,768,1024,266,367,746,701,albopictus
train_00431.jpeg,1024,1365,220,294,340,460,albopictus
train_00432.jpeg,1080,1885,38,709,1064,1855,albopictus
train_00433.jpeg,1298,1661,559,730,832,1129,albopictus
train_00434.jpeg,1038,974,408,338,700,655,albopictus
train_00435.jpeg,629,924,74,224,589,906,albopictus
train_00436.jpeg,1024,1365,385,497,591,653,culex
train_00437.jpeg,768,1024,292,489,452,600,culex
train_00438.jpeg,768,1024,140,496,613,995,culex
train_00439.jpeg,3024,4032,1132,1512,1576,2026,culiseta
train_00440.jpeg,768,1024,206,545,337,730,culiseta
train_00441.jpeg,1932,2576,774,1009,1266,1526,culex
train_00442.jpeg,768,1024,221,423,515,685,culex
train_00443.jpeg,3000,4000,958,1203,2141,2804,anopheles
train_00444.jpeg,1317,1426,413,608,707,980,culex
train_00445.jpeg,3120,4160,860,1321,1358,1847,culex
train_00446.jpeg,1125,1328,63,280,853,1126,albopictus
train_00447.jpeg,3052,2531,1353,1448,1919,2075,albopictus
train_00448.jpeg,3000,4000,386,727,2574,3562,culex
train_00449.jpeg,1600,1200,614,524,987,874,japonicus/koreicus
train_00450.jpeg,2163,1024,839,325,1236,644,culex
train_00451.jpeg,724,966,93,18,709,918,culiseta
train_00452.jpeg,2250,4000,16,1105,2060,2827,culex
train_00453.jpeg,768,1024,316,437,407,567,culex
train_00454.jpeg,750,1000,286,424,422,581,albopictus
train_00455.jpeg,4160,3120,1796,804,2592,1942,albopictus
train_00456.jpeg,3024,4032,1438,2075,1718,2292,albopictus
train_00457.jpeg,768,1024,381,205,471,295,albopictus
train_00458.jpeg,768,1024,195,172,673,864,culex
train_00459.jpeg,1600,1200,891,273,1298,612,albopictus
train_00460.jpeg,3024,4032,883,1655,1765,3126,albopictus
train_00461.jpeg,1024,1365,98,395,755,1250,culiseta
train_00462.jpeg,3024,4032,661,1645,1103,2196,albopictus
train_00463.jpeg,2240,3968,1239,1630,1606,1988,albopictus
train_00464.jpeg,2208,1241,292,110,1413,1157,albopictus
train_00465.jpeg,1232,1643,397,638,751,939,albopictus
