img_fName,img_w,img_h,bbx_xtl,bbx_ytl,bbx_xbr,bbx_ybr,class_label
albopictus/b3b35d89-337a-4600-83ec-e1ae51bf5064.jpg,470,470,0,0,470,470,albopictus
albopictus/0282d37e-ad50-4556-b603-16a9cd157b7e.jpg,44,44,0,0,44,44,albopictus
albopictus/5d36c6fa-c93f-4220-a5c1-92ce0f7f9fba.jpeg,178,178,0,0,178,178,albopictus
albopictus/adfae23a-353d-4535-893e-fecd6c39ce41.jpg,128,128,0,0,128,128,albopictus
albopictus/1d7ce371-1a17-41a2-b938-08991ad03802.jpeg,344,344,0,0,344,344,albopictus
albopictus/35bcd053-d83a-4759-b4ee-d55b0f6a1e64.jpeg,108,108,0,0,108,108,albopictus
albopictus/cd5edb86-41c9-4497-80ce-bafcbd646988.jpg,236,236,0,0,236,236,albopictus
albopictus/bd2c5d73-fffb-4c24-8b0a-12c4a3efa905.jpeg,414,414,0,0,414,414,albopictus
albopictus/02fb2dab-4153-4fcf-860a-76789b8de08e.jpeg,152,152,0,0,152,152,albopictus
albopictus/84d59a1c-49ce-473b-ac04-4fee40fdb372.jpeg,442,442,0,0,442,442,albopictus
albopictus/fb837c69-0f2e-4bb7-8299-776c1eda4aa1.jpg,308,308,0,0,308,308,albopictus
albopictus/56b55947-f71c-468b-9340-681be33f5de8.jpeg,480,480,0,0,480,480,albopictus
albopictus/156b0769-87f2-4104-9d81-1c81686342dd.jpeg,326,326,0,0,326,326,albopictus
albopictus/74576f38-7f2d-4176-8da3-3b3791e5cb13.jpeg,364,364,0,0,364,364,albopictus
albopictus/602aa097-4427-43d1-a23e-c6dcbff2b7bb.jpeg,96,96,0,0,96,96,albopictus
albopictus/b7b4e307-04ed-4f4f-aed5-9d4480deec7c.jpeg,232,232,0,0,232,232,albopictus
albopictus/3ee30f0c-141e-407c-8acf-312e05277b29.jpg,294,294,0,0,294,294,albopictus
albopictus/24b6fb98-c7a2-4983-b801-e5aa47727de8.jpg,256,256,0,0,256,256,albopictus
albopictus/6e4e11ab-a067-4c47-aaa4-5a644119050d.jpg,132,132,0,0,132,132,albopictus
albopictus/9bcbeaeb-a42f-4de2-a66f-64e967ef3a6e.jpeg,308,308,0,0,308,308,albopictus
albopictus/ddd93f52-c959-40e4-9827-bf4d1f576b77.jpg,318,318,0,0,318,318,albopictus
albopictus/4d3dee59-24b7-47f8-a5d2-dbe15254f982.jpg,490,490,0,0,490,490,albopictus
albopictus/bc480f80-ee6e-458c-b20a-8a804fb95d2d.jpg,96,96,0,0,96,96,albopictus
albopictus/d526c331-1322-47f1-8d74-3358107ce1e5.jpeg,258,258,0,0,258,258,albopictus
albopictus/3c96668b-0d2c-4000-926f-344890024ebc.jpeg,178,178,0,0,178,178,albopictus
albopictus/174a9c05-28f0-43b0-b49b-942b1543a779.jpg,440,440,0,0,440,440,albopictus
albopictus/ff576963-a0b7-4e87-8f46-60dc78ff19b3.jpeg,100,100,0,0,100,100,albopictus
albopictus/70a4559a-b28a-4896-893f-8173c66005b2.jpeg,258,258,0,0,258,258,albopictus
albopictus/db48af9d-4d5c-431f-9668-0bb0d3a06d8e.jpeg,90,90,0,0,90,90,albopictus
albopictus/51b3941d-fc7c-43bc-aee4-ad00747ccf42.jpg,72,72,0,0,72,72,albopictus
albopictus/c9aa3d30-f5ca-4993-9638-aedb1d394d12.jpeg,122,122,0,0,122,122,albopictus
albopictus/77b488d8-1457-451e-9102-2bc3aec79fa1.jpg,408,408,0,0,408,408,albopictus
albopictus/d69572cf-d69c-4921-9fa1-3a034a1c17fc.jpeg,70,70,0,0,70,70,albopictus
albopictus/083432c5-df81-47c5-b147-f2dc794eb2a3.jpg,384,384,0,0,384,384,albopictus
albopictus/532d6fd2-3eb6-423e-9742-480662fe0839.jpeg,336,336,0,0,336,336,albopictus
albopictus/58498874-4e12-4086-960c-e13066f2a64f.jpg,210,210,0,0,210,210,albopictus
albopictus/8e0f0341-b457-41ba-bf84-69c38190fd36.jpg,330,330,0,0,330,330,albopictus
albopictus/6aa9c451-12ce-4985-81a5-72fbea8f1cd5.jpeg,90,90,0,0,90,90,albopictus
albopictus/75d424e9-5151-4976-b7b7-005e5afa9836.jpg,240,240,0,0,240,240,albopictus
albopictus/dafc6a08-ccf6-489c-92da-616588a7a9c6.jpeg,144,144,0,0,144,144,albopictus
albopictus/79995dd7-c1c8-43c1-bd72-9d1c8e4a8ed1.jpeg,460,460,0,0,460,460,albopictus
albopictus/90ecf253-8585-4fe2-8543-089946efc042.jpg,56,56,0,0,56,56,albopictus
albopictus/a0084add-4e20-497b-be44-a8524fdd3685.jpeg,274,274,0,0,274,274,albopictus
albopictus/e60b6525-ab3f-45b3-8a98-f1a778f60bd8.jpeg,126,126,0,0,126,126,albopictus
albopictus/accb4f0a-092c-4081-afd1-9409bd164805.jpg,138,138,0,0,138,138,albopictus
albopictus/d9f87c4f-8868-44e1-8344-6dfd801c7f8b.jpg,116,116,0,0,116,116,albopictus
albopictus/5d0576e1-1108-48d2-902a-88311ba5a87e.jpg,252,252,0,0,252,252,albopictus
albopictus/1cf4101e-46ba-474f-b971-759c037300c6.jpg,110,110,0,0,110,110,albopictus
albopictus/28e17fa5-9e9d-4c8a-96eb-b309f87c7cd6.jpeg,220,220,0,0,220,220,albopictus
albopictus/cb03a59b-f1b9-4bd0-b260-c210b83c8de9.jpg,306,306,0,0,306,306,albopictus
albopictus/741c1260-e320-489d-9160-e271e0228dbd.jpeg,204,204,0,0,204,204,albopictus
albopictus/80c2ce7a-1617-4830-9b6b-68ca7bea2abd.jpg,230,230,0,0,230,230,albopictus
albopictus/3698383a-43aa-457b-b3a4-10479fb93cf8.jpeg,108,108,0,0,108,108,albopictus
albopictus/7e68b2cc-8fa1-4726-a0f7-3d90fb44900d.jpg,206,206,0,0,206,206,albopictus
albopictus/5cf8f08c-1876-48a4-a7f3-af264b89e330.jpeg,72,72,0,0,72,72,albopictus
albopictus/537ebc5e-3cff-436c-bf81-b851cd99ad68.jpg,112,112,0,0,112,112,albopictus
albopictus/f73f60d5-af66-4387-b235-0bcbe5411b08.jpg,88,88,0,0,88,88,albopictus
albopictus/6a11d577-b260-4ae3-ad3f-c91c1f06d9a1.jpeg,338,338,0,0,338,338,albopictus
albopictus/01877f92-0873-4d60-b0b5-71e24c6e4ad0.jpg,340,340,0,0,340,340,albopictus
albopictus/69d5fa85-13ab-49be-82f4-0e7eae1356a2.jpg,270,270,0,0,270,270,albopictus
albopictus/1d56c467-5308-4ea6-84a4-df4863cabbd3.jpg,212,212,0,0,212,212,albopictus
albopictus/f95539ce-7d48-44ff-9b02-f93cb8a74a69.jpeg,360,360,0,0,360,360,albopictus
albopictus/7704db53-e267-484e-8dfa-e8cc0d5e6ff0.jpg,356,356,0,0,356,356,albopictus
albopictus/b4b0d5b3-0104-468a-ab9c-4cf69a33230d.jpeg,466,466,0,0,466,466,albopictus
albopictus/d93d023c-9cf9-4fbf-bac4-baebfea341c3.jpeg,278,278,0,0,278,278,albopictus
albopictus/d375a407-aee4-4c70-9efe-5bfd3079933f.jpeg,358,358,0,0,358,358,albopictus
albopictus/9ee6b12e-33a8-4856-8b0b-e6513cfca74d.jpeg,90,90,0,0,90,90,albopictus
albopictus/c680d7bd-1dbe-4951-a015-a6a488556d87.jpeg,64,64,0,0,64,64,albopictus
albopictus/a3ed7204-bcf0-4542-bd10-9e4f1fda85ca.jpeg,226,226,0,0,226,226,albopictus
albopictus/3b7b5246-fa03-4562-8583-73a97bdb4852.jpeg,322,322,0,0,322,322,albopictus
albopictus/867960a3-5d5e-48d3-83eb-f4b3480c7bec.jpg,338,338,0,0,338,338,albopictus
albopictus/f871da40-93ef-4aa5-b989-512e2d0f1d0d.jpg,484,484,0,0,484,484,albopictus
albopictus/cd1a3cb5-134c-4382-9865-718e126bbf04.jpg,150,150,0,0,150,150,albopictus
albopictus/4833957b-219a-4bad-835d-f3d20ca9e09e.jpg,320,320,0,0,320,320,albopictus
albopictus/1601c50a-7d91-4569-8e80-2086042cf683.jpg,414,414,0,0,414,414,albopictus
albopictus/4dfedb7f-fb8f-4174-b366-0ffb88e68627.jpeg,232,232,0,0,232,232,albopictus
albopictus/7d49812b-7bd3-4061-9710-d7afd34308c8.jpg,136,136,0,0,136,136,albopictus
albopictus/38df58ec-7d4d-46a8-b6d6-32bc537b6283.jpg,58,58,0,0,58,58,albopictus
albopictus/2acacfb4-8b12-42e5-9903-0d8f57529a6d.jpg,262,262,0,0,262,262,albopictus
albopictus/80848f13-fa3f-4117-9e83-fa11ae9c762e.jpg,378,378,0,0,378,378,albopictus
albopictus/c1d3e3b6-2e4f-44a7-9396-899d0a0bc325.jpg,104,104,0,0,104,104,albopictus
albopictus/c52a2e95-d7cd-4824-b8ad-381cb6aec7d5.jpg,154,154,0,0,154,154,albopictus
albopictus/7ede2328-fa8d-4cb6-95f7-ab775c8917ec.jpg,92,92,0,0,92,92,albopictus
albopictus/08f618c2-0fdc-4b95-a959-204b983dc6a9.jpeg,148,148,0,0,148,148,albopictus
albopictus/d8432f21-7014-4272-93c2-d859345f1864.jpeg,296,296,0,0,296,296,albopictus
albopictus/225bd0d6-4a19-4a53-9cb1-7f01338f1b73.jpg,372,372,0,0,372,372,albopictus
albopictus/e280493b-f1a9-494e-8094-bd135abcfe91.png,388,388,0,0,388,388,albopictus
albopictus/7f0e66b8-7bc5-449a-9c8d-b54f7fa74306.jpg,172,172,0,0,172,172,albopictus
albopictus/ac2bf31a-a15f-4814-b48c-7206963fb4a4.jpeg,182,182,0,0,182,182,albopictus
albopictus/d14680ff-70af-4934-988d-cb683f98d468.jpg,284,284,0,0,284,284,albopictus
albopictus/b5dd482c-5d4a-46b6-95f3-4f9de124cc35.jpeg,152,152,0,0,152,152,albopictus
albopictus/82651366-33aa-44f1-815c-a182a7db89a3.jpeg,124,124,0,0,124,124,albopictus
albopictus/47260db2-b7d8-4559-832e-bf0205908d90.jpeg,102,102,0,0,102,102,albopictus
albopictus/474799b6-7b27-4c58-8ca4-defb78431e22.jpeg,290,290,0,0,290,290,albopictus
albopictus/2150308f-1e9c-453a-8a9a-2d119d87350d.jpg,124,124,0,0,124,124,albopictus
albopictus/87fa3ffa-319a-48cb-ba62-d7f66484cb3d.jpg,250,250,0,0,250,250,albopictus
albopictus/23390d79-f0a0-44fc-8354-c89119c022cd.jpeg,102,102,0,0,102,102,albopictus
albopictus/6136102c-4e13-4d99-baed-28dee7a975c1.jpeg,484,484,0,0,484,484,albopictus
albopictus/42430efc-8c9b-4805-9de3-e095c631070a.jpg,58,58,0,0,58,58,albopictus
albopictus/d377bc3b-0ca0-413d-bb23-d94cb2ea6851.jpeg,374,374,0,0,374,374,albopictus
albopictus/552d964c-9ddc-4ae0-969d-de9f9c2baa0f.jpg,404,404,0,0,404,404,albopictus
albopictus/29bc8b9e-618d-462c-b611-5e1853552e0a.jpg,82,82,0,0,82,82,albopictus
albopictus/7cdbe166-dfc0-47ef-9414-19f6daa55152.jpeg,168,168,0,0,168,168,albopictus
albopictus/517747bc-7b15-4876-850f-1bd02390016c.jpg,208,208,0,0,208,208,albopictus
albopictus/d2458f35-6aca-4b6c-9a46-cded3cb784da.jpg,60,60,0,0,60,60,albopictus
albopictus/dc9961dc-c2a6-4b73-b01e-accfe67e8efd.jpg,212,212,0,0,212,212,albopictus
albopictus/b7e9f5cc-8290-4c3d-bfa4-92223971b08b.jpeg,186,186,0,0,186,186,albopictus
albopictus/f1a0cf45-b372-48bd-8a57-dabafcfb2dd9.jpeg,112,112,0,0,112,112,albopictus
albopictus/6aff5f68-5991-4deb-8827-cbfcf188f5cd.jpg,416,416,0,0,416,416,albopictus
albopictus/21628d94-052d-403b-82fa-cf6a2982af26.jpg,56,56,0,0,56,56,albopictus
albopictus/7d4e1f69-8889-4b39-8b04-e1dea8c3a1d2.jpg,180,180,0,0,180,180,albopictus
albopictus/b43bd658-ad63-4a73-b528-08537a4a4c9e.jpg,50,50,0,0,50,50,albopictus
albopictus/a58d476f-ea72-475a-98f6-ef8553a12c85.jpeg,94,94,0,0,94,94,albopictus
albopictus/2eae15e5-2e95-4ba2-aa59-eec77659f43c.jpeg,58,58,0,0,58,58,albopictus
albopictus/ba2a6839-86f8-4090-b398-6ac17c8334a8.jpg,460,460,0,0,460,460,albopictus
albopictus/9a770ec9-ed9e-4e2d-a188-69a1ebceb566.jpg,62,62,0,0,62,62,albopictus
albopictus/a06634e3-eb2c-4d39-bfa1-afff72951c43.jpeg,94,94,0,0,94,94,albopictus
albopictus/36a04047-6236-4983-831f-4cc9bdb06726.jpeg,178,178,0,0,178,178,albopictus
albopictus/2a43c2d3-d764-42f6-9c58-412bd9057191.jpeg,170,170,0,0,170,170,albopictus
albopictus/64653183-45bf-4b90-a297-0572433079f5.jpg,54,54,0,0,54,54,albopictus
albopictus/4b3152cc-40e9-41de-b0a9-b927b41c9d6a.jpeg,68,68,0,0,68,68,albopictus
albopictus/99506245-a14e-47a0-9fee-d6e4971c1463.jpg,472,472,0,0,472,472,albopictus
albopictus/2db37c9f-0eff-4994-ba3f-b22f96aeb67e.jpg,174,174,0,0,174,174,albopictus
albopictus/fd0a40f3-e56c-4cbd-a70d-5732d7c32678.jpg,160,160,0,0,160,160,albopictus
albopictus/c831d0f2-3116-4bba-b291-12c435db6783.jpeg,358,358,0,0,358,358,albopictus
albopictus/a1ef0da2-ef48-4146-b029-4a1ad93ec4c0.jpeg,182,182,0,0,182,182,albopictus
albopictus/500d1c2d-5f1b-49a4-8b64-61b3f6a0ae1f.jpg,44,44,0,0,44,44,albopictus
albopictus/1f916ef7-d730-4f34-9827-86e289e9414c.jpg,60,60,0,0,60,60,albopictus
albopictus/d6921278-b90c-43e9-b44c-4838cdf7c40c.jpg,448,448,0,0,448,448,albopictus
albopictus/0b7eab7e-367a-454c-a5ce-5e8cf57259f4.jpg,152,152,0,0,152,152,albopictus
albopictus/d6afa8c5-58f2-493c-a6a5-055a556bdf42.jpeg,126,126,0,0,126,126,albopictus
albopictus/1d682015-00f3-4511-a5dd-428b7f82c4e2.jpeg,280,280,0,0,280,280,albopictus
albopictus/711d2546-8eb2-47c7-bb36-2c724ebfa9a5.jpeg,278,278,0,0,278,278,albopictus
albopictus/4403e1c0-3bb9-4801-9238-e9e61322ecac.jpg,374,374,0,0,374,374,albopictus
albopictus/6f49bc30-b7f5-4114-8bd9-f10a2d071cfd.jpeg,318,318,0,0,318,318,albopictus
albopictus/79492779-4553-40d1-b991-a1dc95ec1989.jpg,134,134,0,0,134,134,albopictus
albopictus/85e34131-970a-413e-a7fd-1b66d4d79df0.jpg,210,210,0,0,210,210,albopictus
albopictus/8745d161-ef52-4e9f-b105-7cd03b08f4b1.jpeg,370,370,0,0,370,370,albopictus
albopictus/4e3c99fd-d5b0-4a52-9285-bb8be95898da.jpg,504,504,0,0,504,504,albopictus
albopictus/7e5ea254-c33c-435c-86a6-00489ca4ec2c.jpg,42,42,0,0,42,42,albopictus
albopictus/d07519b9-7323-40c5-ba8b-6333a3faf6e6.jpg,156,156,0,0,156,156,albopictus
albopictus/7695d352-9025-49a8-8d4a-6e323286538e.jpg,256,256,0,0,256,256,albopictus
albopictus/ccbfe05a-e9ee-4119-87b3-00fe73985cda.jpeg,162,162,0,0,162,162,albopictus
albopictus/17b7279d-223e-4d58-8818-b55f4490d8c3.jpg,450,450,0,0,450,450,albopictus
albopictus/37b93b9d-f63c-4a5e-99b2-9b2bb01f8cc8.jpeg,206,206,0,0,206,206,albopictus
albopictus/69426bbe-9c2c-4344-be43-3c99d7903a53.jpg,428,428,0,0,428,428,albopictus
albopictus/da9ec981-f02e-4b10-aeb6-8a381b70404e.jpg,184,184,0,0,184,184,albopictus
albopictus/210b475d-6f87-49a9-b3ce-ead496b10ba6.jpeg,62,62,0,0,62,62,albopictus
albopictus/99483ddf-1df8-42cf-8e3d-a53de21e0534.jpeg,112,112,0,0,112,112,albopictus
albopictus/297de63b-f666-45ff-b47c-7570396462a9.jpg,72,72,0,0,72,72,albopictus
albopictus/d6b52e4b-8ad9-4661-98bf-3fafc3b61919.jpg,200,200,0,0,200,200,albopictus
albopictus/4c98aebc-0580-4dd3-a01d-c08aa3910811.jpeg,80,80,0,0,80,80,albopictus
albopictus/91cff679-cb80-42fc-83d4-75c956b20138.jpeg,250,250,0,0,250,250,albopictus
albopictus/44588deb-c35f-468b-a13d-054c692a3391.jpg,154,154,0,0,154,154,albopictus
albopictus/36ffb6ea-02d5-4fc8-837d-887e1fbe2b60.jpg,178,178,0,0,178,178,albopictus
albopictus/201b2e02-2b95-4e80-8ab7-76bc7e7bfcc2.jpg,48,48,0,0,48,48,albopictus
albopictus/5b82b968-f44d-405f-aa03-1919b0d105fe.jpeg,424,424,0,0,424,424,albopictus
albopictus/5098bdf9-f336-4c1f-90f8-ca8517a67bfb.jpeg,386,386,0,0,386,386,albopictus
albopictus/f5d3e55b-5bb8-4767-b4c9-cb7553768164.jpeg,382,382,0,0,382,382,albopictus
albopictus/099c36c2-c8ae-4c82-b8ec-6c5e0dbd9ca1.jpg,474,474,0,0,474,474,albopictus
albopictus/c16f3de3-1080-45ca-a31b-10408c0b8bfb.jpg,170,170,0,0,170,170,albopictus
albopictus/22e4ac49-8a57-4879-a77e-2a1629ed9e3a.jpg,400,400,0,0,400,400,albopictus
albopictus/85f74db6-dda0-404d-b2d8-90d6bc9388ac.jpeg,396,396,0,0,396,396,albopictus
albopictus/6ba0bd05-233e-4cd9-8d90-d16d808a1ca1.jpg,190,190,0,0,190,190,albopictus
albopictus/41e499ec-72eb-47f1-ad24-67418bebed1d.jpeg,276,276,0,0,276,276,albopictus
albopictus/5197ab5b-3f85-4d76-8cba-39e80118ecd9.jpg,496,496,0,0,496,496,albopictus
albopictus/3ef0a2f3-a7c3-414b-898f-68aaa97046ff.jpg,198,198,0,0,198,198,albopictus
albopictus/4d61baa8-0d9a-4a7f-8347-a5ddf77cc60f.jpg,360,360,0,0,360,360,albopictus
albopictus/a6444ee7-fda4-4436-8403-c64885166c97.jpg,84,84,0,0,84,84,albopictus
albopictus/33055541-44ab-4115-b03e-861c91a0a359.jpg,236,236,0,0,236,236,albopictus
albopictus/fd106b79-185e-4734-9618-8b58c857bcbb.jpeg,40,40,0,0,40,40,albopictus
albopictus/1e192e1f-61e4-4c8e-9e94-3d6181448052.jpg,136,136,0,0,136,136,albopictus
albopictus/8aa3851c-dc66-40ed-b598-3247403786a6.jpg,348,348,0,0,348,348,albopictus
albopictus/7d0be3b7-2624-4b6e-9b65-7beb08119355.jpeg,72,72,0,0,72,72,albopictus
albopictus/e9647b69-cc27-4ba2-8f1b-dd36cb838e9a.jpg,382,382,0,0,382,382,albopictus
albopictus/638efa97-6b6a-4c91-a9d8-5540e3ff458f.jpg,150,150,0,0,150,150,albopictus
albopictus/f642753a-7cbf-4715-886a-9c87eb709612.jpeg,64,64,0,0,64,64,albopictus
albopictus/5c1726c3-1fb9-418c-898c-fffb94d97744.jpeg,270,270,0,0,270,270,albopictus
albopictus/d5f75eb5-6b53-471c-a08a-0a83a6807dc2.jpeg,396,396,0,0,396,396,albopictus
albopictus/cb1be7e5-94c0-4d89-9a01-9a950c44131f.jpg,36,36,0,0,36,36,albopictus
albopictus/4f652ecd-1ae2-4ee8-b1d2-27ca96f252e2.jpeg,134,134,0,0,134,134,albopictus
albopictus/471b862f-2d30-4cbc-a65a-8081b796cd8a.jpg,60,60,0,0,60,60,albopictus
albopictus/d3dfa173-6607-434c-939f-586dc514f405.jpg,408,408,0,0,408,408,albopictus
albopictus/0ea07481-05f9-471d-b1e5-2d9efd2cc149.jpeg,258,258,0,0,258,258,albopictus
albopictus/ec1cd700-629b-4c5b-b0db-85f5dd3186a5.jpeg,504,504,0,0,504,504,albopictus
albopictus/65c1392a-3944-4462-a6c5-c0dffb668a5f.jpeg,236,236,0,0,236,236,albopictus
albopictus/254ea10d-dd54-4f12-8e22-1e868568ca4c.jpg,184,184,0,0,184,184,albopictus
albopictus/b7a5713c-6733-4c54-9ca6-3b4d6f91b134.jpg,258,258,0,0,258,258,albopictus
albopictus/cfec84c5-0880-4eae-ba0d-7765b14a23df.jpg,288,288,0,0,288,288,albopictus
albopictus/48433494-e7c6-402c-a274-5a472e7d833f.jpeg,178,178,0,0,178,178,albopictus
albopictus/1b7a5221-9c91-45ed-8a54-d396f81d4766.jpeg,406,406,0,0,406,406,albopictus
albopictus/2cb51393-16e9-43b2-b248-b3eb68290c50.jpg,156,156,0,0,156,156,albopictus
albopictus/e58454ac-f2fe-40ab-8b3d-4c29491c8bb8.jpeg,154,154,0,0,154,154,albopictus
albopictus/1da577cc-acf1-455b-a75d-f068ad00e993.jpg,52,52,0,0,52,52,albopictus
albopictus/80c93cf9-223a-451d-82a8-ac04f16b329c.jpeg,126,126,0,0,126,126,albopictus
albopictus/bd801b98-09f5-4a5c-af45-e369ad112e39.jpeg,32,32,0,0,32,32,albopictus
albopictus/245fb3d6-244b-4ada-a62c-377f57e97bb8.jpg,82,82,0,0,82,82,albopictus
albopictus/6c0108c2-dc0e-445d-a516-110046b52903.jpg,184,184,0,0,184,184,albopictus
albopictus/552be809-917a-4a12-bac5-adc43456bf70.jpg,496,496,0,0,496,496,albopictus
albopictus/35b50b5d-ae78-4625-ba30-c3490c23da86.jpg,64,64,0,0,64,64,albopictus
albopictus/3becf854-78f3-4180-a05c-511042ae0093.jpeg,362,362,0,0,362,362,albopictus
albopictus/f58660c8-3738-418b-bc2a-1212e6c1290a.jpeg,432,432,0,0,432,432,albopictus
albopictus/9998e467-6d7f-4b9d-a552-cc6b88be80b5.jpeg,106,106,0,0,106,106,albopictus
albopictus/784f3734-c349-4985-8fa9-056996d0378d.jpeg,454,454,0,0,454,454,albopictus
albopictus/8147e42b-8351-407c-aaa6-b737650bc4c1.jpg,144,144,0,0,144,144,albopictus
albopictus/eb22654c-3a86-4d8d-8f4c-2022b93ec702.jpg,68,68,0,0,68,68,albopictus
albopictus/3a24f2b9-7971-44cc-af74-5bd03f8a8ac7.jpg,64,64,0,0,64,64,albopictus
albopictus/c7fab4fb-81c0-4d61-aa93-e48f16eb69ac.jpeg,230,230,0,0,230,230,albopictus
albopictus/8a4b3d98-d77c-4694-b444-0df220e0fda8.jpg,274,274,0,0,274,274,albopictus
albopictus/06e287ef-8298-4346-95a7-0cfdb20d4322.jpeg,438,438,0,0,438,438,albopictus
albopictus/f8f76d63-b5c0-46a3-8dd0-943219fe4e2b.jpeg,144,144,0,0,144,144,albopictus
albopictus/0eeedb06-c122-40ae-9ec2-7c60d687b184.jpg,456,456,0,0,456,456,albopictus
albopictus/04058519-6013-4706-aad8-79fb782c0b83.jpg,412,412,0,0,412,412,albopictus
albopictus/b41b31cf-4b97-4b9f-947e-900b81cf19c5.jpeg,262,262,0,0,262,262,albopictus
albopictus/9b395f03-8c0b-4a53-98db-6c4612320c07.jpeg,460,460,0,0,460,460,albopictus
albopictus/2400447f-6472-475b-899f-41344e6e709e.jpg,48,48,0,0,48,48,albopictus
albopictus/5d3d2d55-1e6e-4c77-8383-f48ce9170fb0.jpeg,260,260,0,0,260,260,albopictus
albopictus/1c32dd00-14f8-4674-9cfb-7e81416349cb.jpeg,140,140,0,0,140,140,albopictus
albopictus/3a9fba2e-2f40-4aa1-a542-420c87815217.jpeg,152,152,0,0,152,152,albopictus
albopictus/a1aa6818-70ce-4bb0-9698-3bdb7c7c5f2c.jpeg,382,382,0,0,382,382,albopictus
albopictus/ac74152a-d50d-4f58-8fa5-6a0bad6b842b.jpg,254,254,0,0,254,254,albopictus
albopictus/36ed77f5-d2e2-412a-aba3-63b5376a0ff7.jpeg,396,396,0,0,396,396,albopictus
albopictus/cc24f360-5bbc-4744-957d-f94ffeafdb07.jpeg,186,186,0,0,186,186,albopictus
albopictus/289e150b-a842-4034-ab91-b4bec0eab62c.jpeg,484,484,0,0,484,484,albopictus
albopictus/4f780fb1-39d7-44c6-8527-7b712a68827f.jpeg,86,86,0,0,86,86,albopictus
albopictus/7f476286-9a7c-4cb9-ada3-9d5bc43af479.jpg,196,196,0,0,196,196,albopictus
